index,courseCode,studyPeriod,academicYear,teacherId,assignedHours,courseInstance,Course code_y,reportedHours
11784,1194,2.0,2023-2024,19560812-0016,260.0,I-4721,I-4721,266.0
11785,1194,2.0,2023-2024,19751018-0039,140.0,I-4721,I-4721,154.0
11786,1131,1.0,2023-2024,19570828-0008,260.0,I-4722,I-4722,242.0
11787,1131,1.0,2023-2024,19750906-0032,140.0,I-4722,I-4722,145.0
11788,1121,1.0,2023-2024,19570615-0011,280.0,I-4723,I-4723,278.0
11789,1121,1.0,2023-2024,19750722-0060,100.0,I-4723,I-4723,91.0
11790,1121,1.0,2023-2024,19930709-0100,120.0,I-4723,I-4723,138.0
11791,1051,4.0,2023-2024,19601021-0018,260.0,I-4724,I-4724,257.0
11792,1051,4.0,2023-2024,19750906-0032,120.0,I-4724,I-4724,101.0
11793,1051,4.0,2023-2024,19900430-0112,100.0,I-4724,I-4724,107.0
11794,1003,3.0,2023-2024,19620831-0024,240.0,I-4725,I-4725,228.0
11795,1003,3.0,2023-2024,19750102-0059,120.0,I-4725,I-4725,103.0
11796,1003,3.0,2023-2024,19910421-0067,140.0,I-4725,I-4725,126.0
11797,1266,2.0,2013-2014,19600814-0002,260.0,I-4726,I-4726,272.0
11798,1266,2.0,2013-2014,19790426-0049,100.0,I-4726,I-4726,97.0
11799,1017,3.0,2013-2014,19590129-0004,240.0,I-4727,I-4727,243.0
11800,1017,3.0,2013-2014,19750705-0033,140.0,I-4727,I-4727,136.0
11801,1017,3.0,2013-2014,19920206-0072,140.0,I-4727,I-4727,122.0
11802,1222,2.0,2013-2014,19680712-0028,280.0,I-4728,I-4728,298.0
11803,1222,2.0,2013-2014,19770224-0058,140.0,I-4728,I-4728,155.0
11804,1117,3.0,2013-2014,19570828-0008,260.0,I-4729,I-4729,243.0
11805,1117,3.0,2013-2014,19771013-0040,100.0,I-4729,I-4729,118.0
11806,1117,3.0,2013-2014,19921123-0108,120.0,I-4729,I-4729,138.0
11807,1072,1.0,2013-2014,19680712-0028,280.0,I-4730,I-4730,273.0
11808,1072,1.0,2013-2014,19781130-0054,140.0,I-4730,I-4730,148.0
11809,1072,1.0,2013-2014,19931231-0099,120.0,I-4730,I-4730,114.0
11810,1204,4.0,2013-2014,19560705-0025,260.0,I-4731,I-4731,244.0
11811,1204,4.0,2013-2014,19780424-0057,100.0,I-4731,I-4731,115.0
11812,1204,4.0,2013-2014,19920122-0065,140.0,I-4731,I-4731,120.0
11813,1137,3.0,2013-2014,19620831-0024,260.0,I-4732,I-4732,277.0
11814,1137,3.0,2013-2014,19760524-0046,140.0,I-4732,I-4732,121.0
11815,1137,3.0,2013-2014,19931226-0118,120.0,I-4732,I-4732,104.0
11816,1121,3.0,2013-2014,19600814-0002,280.0,I-4733,I-4733,296.0
11817,1121,3.0,2013-2014,19750331-0036,100.0,I-4733,I-4733,103.0
11818,1121,3.0,2013-2014,19901029-0071,140.0,I-4733,I-4733,157.0
11819,1122,4.0,2013-2014,19580515-0017,280.0,I-4734,I-4734,290.0
11820,1122,4.0,2013-2014,19781125-0031,140.0,I-4734,I-4734,147.0
11821,1113,1.0,2013-2014,19610623-0005,280.0,I-4735,I-4735,267.0
11822,1113,1.0,2013-2014,19790618-0048,120.0,I-4735,I-4735,118.0
11823,1073,4.0,2013-2014,19690917-0022,240.0,I-4736,I-4736,251.0
11824,1073,4.0,2013-2014,19781125-0031,120.0,I-4736,I-4736,136.0
11825,1032,4.0,2014-2015,19560812-0016,240.0,I-4737,I-4737,251.0
11826,1032,4.0,2014-2015,19790702-0038,120.0,I-4737,I-4737,108.0
11827,1032,4.0,2014-2015,19931118-0062,120.0,I-4737,I-4737,117.0
11828,1201,3.0,2014-2015,19660630-0020,280.0,I-4738,I-4738,279.0
11829,1201,3.0,2014-2015,19781217-0053,140.0,I-4738,I-4738,142.0
11830,1149,3.0,2014-2015,19650303-0019,260.0,I-4739,I-4739,250.0
11831,1149,3.0,2014-2015,19750906-0032,140.0,I-4739,I-4739,159.0
11832,1097,2.0,2014-2015,19561222-0030,240.0,I-4740,I-4740,224.0
11833,1097,2.0,2014-2015,19751018-0039,100.0,I-4740,I-4740,116.0
11834,1097,2.0,2014-2015,19900818-0116,100.0,I-4740,I-4740,101.0
11835,1258,4.0,2014-2015,19561222-0030,280.0,I-4741,I-4741,279.0
11836,1258,4.0,2014-2015,19761020-0044,140.0,I-4741,I-4741,151.0
11837,1258,4.0,2014-2015,19901002-0085,120.0,I-4741,I-4741,105.0
11838,1214,2.0,2014-2015,19620522-0023,240.0,I-4742,I-4742,251.0
11839,1214,2.0,2014-2015,19761020-0044,120.0,I-4742,I-4742,107.0
11840,1214,2.0,2014-2015,19901029-0071,100.0,I-4742,I-4742,86.0
11841,1145,4.0,2014-2015,19600905-0003,240.0,I-4743,I-4743,254.0
11842,1145,4.0,2014-2015,19790426-0049,120.0,I-4743,I-4743,112.0
11843,1145,4.0,2014-2015,19930414-0106,140.0,I-4743,I-4743,128.0
11844,1096,1.0,2014-2015,19610918-0027,240.0,I-4744,I-4744,243.0
11845,1096,1.0,2014-2015,19750331-0036,140.0,I-4744,I-4744,131.0
11846,1096,1.0,2014-2015,19930906-0110,140.0,I-4744,I-4744,139.0
11847,1153,1.0,2015-2016,19610918-0027,260.0,I-4745,I-4745,271.0
11848,1153,1.0,2015-2016,19760524-0046,100.0,I-4745,I-4745,92.0
11849,1290,2.0,2015-2016,19560812-0016,240.0,I-4746,I-4746,229.0
11850,1290,2.0,2015-2016,19750906-0032,100.0,I-4746,I-4746,90.0
11851,1270,1.0,2015-2016,19640220-0029,240.0,I-4747,I-4747,259.0
11852,1270,1.0,2015-2016,19780602-0035,100.0,I-4747,I-4747,119.0
11853,1270,1.0,2015-2016,19920602-0073,100.0,I-4747,I-4747,94.0
11854,1152,4.0,2015-2016,19680712-0028,240.0,I-4748,I-4748,244.0
11855,1152,4.0,2015-2016,19760524-0046,100.0,I-4748,I-4748,93.0
11856,1095,3.0,2015-2016,19660630-0020,240.0,I-4749,I-4749,236.0
11857,1095,3.0,2015-2016,19790717-0045,120.0,I-4749,I-4749,118.0
11858,1095,3.0,2015-2016,19911116-0069,100.0,I-4749,I-4749,97.0
11859,1177,2.0,2015-2016,19600814-0002,280.0,I-4750,I-4750,268.0
11860,1177,2.0,2015-2016,19750906-0032,120.0,I-4750,I-4750,118.0
11861,1114,4.0,2015-2016,19611219-0014,280.0,I-4751,I-4751,298.0
11862,1114,4.0,2015-2016,19761024-0034,100.0,I-4751,I-4751,102.0
11863,1059,3.0,2015-2016,19680712-0028,280.0,I-4752,I-4752,281.0
11864,1059,3.0,2015-2016,19761009-0055,140.0,I-4752,I-4752,146.0
11865,1059,3.0,2015-2016,19931226-0118,100.0,I-4752,I-4752,117.0
11866,1025,4.0,2015-2016,19640414-0013,260.0,I-4753,I-4753,251.0
11867,1025,4.0,2015-2016,19780815-0047,100.0,I-4753,I-4753,100.0
11868,1290,1.0,2016-2017,19600814-0002,260.0,I-4754,I-4754,267.0
11869,1290,1.0,2016-2017,19750722-0060,100.0,I-4754,I-4754,100.0
11870,1290,1.0,2016-2017,19931118-0062,120.0,I-4754,I-4754,115.0
11871,1123,4.0,2016-2017,19560705-0025,260.0,I-4755,I-4755,255.0
11872,1123,4.0,2016-2017,19750906-0032,100.0,I-4755,I-4755,87.0
11873,1123,4.0,2016-2017,19910327-0096,120.0,I-4755,I-4755,138.0
11874,1049,1.0,2016-2017,19600905-0003,260.0,I-4756,I-4756,240.0
11875,1049,1.0,2016-2017,19761009-0055,100.0,I-4756,I-4756,109.0
11876,1049,1.0,2016-2017,19920206-0072,120.0,I-4756,I-4756,110.0
11877,1030,3.0,2016-2017,19630126-0001,240.0,I-4757,I-4757,259.0
11878,1030,3.0,2016-2017,19750417-0051,140.0,I-4757,I-4757,152.0
11879,1030,3.0,2016-2017,19901011-0119,100.0,I-4757,I-4757,111.0
11880,1214,2.0,2016-2017,19570826-0012,280.0,I-4758,I-4758,293.0
11881,1214,2.0,2016-2017,19761009-0055,100.0,I-4758,I-4758,85.0
11882,1192,3.0,2016-2017,19600905-0003,260.0,I-4759,I-4759,269.0
11883,1192,3.0,2016-2017,19790702-0038,100.0,I-4759,I-4759,92.0
11884,1192,3.0,2016-2017,19900801-0130,140.0,I-4759,I-4759,125.0
11885,1068,2.0,2016-2017,19560812-0016,280.0,I-4760,I-4760,267.0
11886,1068,2.0,2016-2017,19770224-0058,140.0,I-4760,I-4760,123.0
11887,1038,4.0,2016-2017,19660630-0020,260.0,I-4761,I-4761,248.0
11888,1038,4.0,2016-2017,19750705-0033,140.0,I-4761,I-4761,144.0
11889,1038,4.0,2016-2017,19910421-0067,100.0,I-4761,I-4761,93.0
11890,1023,2.0,2016-2017,19640414-0013,240.0,I-4762,I-4762,230.0
11891,1023,2.0,2016-2017,19790702-0038,120.0,I-4762,I-4762,100.0
11892,1023,2.0,2016-2017,19911116-0069,140.0,I-4762,I-4762,120.0
11893,1211,3.0,2017-2018,19580218-0007,260.0,I-4763,I-4763,261.0
11894,1211,3.0,2017-2018,19750906-0032,120.0,I-4763,I-4763,128.0
11895,1151,2.0,2017-2018,19620424-0026,240.0,I-4764,I-4764,244.0
11896,1151,2.0,2017-2018,19771013-0040,100.0,I-4764,I-4764,100.0
11897,1271,3.0,2017-2018,19610918-0027,240.0,I-4765,I-4765,230.0
11898,1271,3.0,2017-2018,19751018-0039,100.0,I-4765,I-4765,95.0
11899,1210,4.0,2017-2018,19580515-0017,260.0,I-4766,I-4766,273.0
11900,1210,4.0,2017-2018,19761009-0055,120.0,I-4766,I-4766,126.0
11901,1210,4.0,2017-2018,19901108-0087,140.0,I-4766,I-4766,126.0
11902,1067,3.0,2017-2018,19561222-0030,260.0,I-4767,I-4767,245.0
11903,1067,3.0,2017-2018,19750722-0060,120.0,I-4767,I-4767,108.0
11904,1048,3.0,2017-2018,19580515-0017,240.0,I-4768,I-4768,244.0
11905,1048,3.0,2017-2018,19790708-0041,100.0,I-4768,I-4768,109.0
11906,1048,3.0,2017-2018,19930829-0082,120.0,I-4768,I-4768,120.0
11907,1161,3.0,2017-2018,19560612-0010,240.0,I-4769,I-4769,249.0
11908,1161,3.0,2017-2018,19790717-0045,140.0,I-4769,I-4769,152.0
11909,1161,3.0,2017-2018,19900124-0064,140.0,I-4769,I-4769,131.0
11910,1134,1.0,2017-2018,19570826-0012,260.0,I-4770,I-4770,270.0
11911,1134,1.0,2017-2018,19790702-0038,120.0,I-4770,I-4770,110.0
11912,1129,3.0,2017-2018,19650303-0019,280.0,I-4771,I-4771,284.0
11913,1129,3.0,2017-2018,19780424-0057,120.0,I-4771,I-4771,119.0
11914,1129,3.0,2017-2018,19910404-0102,100.0,I-4771,I-4771,104.0
11915,1112,4.0,2017-2018,19600529-0021,240.0,I-4772,I-4772,256.0
11916,1112,4.0,2017-2018,19790708-0041,140.0,I-4772,I-4772,123.0
11917,1004,1.0,2017-2018,19561222-0030,240.0,I-4773,I-4773,227.0
11918,1004,1.0,2017-2018,19790426-0049,140.0,I-4773,I-4773,160.0
11919,1004,1.0,2017-2018,19920122-0065,100.0,I-4773,I-4773,81.0
11920,1151,4.0,2018-2019,19560612-0010,260.0,I-4774,I-4774,272.0
11921,1151,4.0,2018-2019,19750705-0033,100.0,I-4774,I-4774,112.0
11922,1151,4.0,2018-2019,19900511-0134,140.0,I-4774,I-4774,153.0
11923,1089,4.0,2018-2019,19600814-0002,280.0,I-4775,I-4775,285.0
11924,1089,4.0,2018-2019,19770713-0042,120.0,I-4775,I-4775,119.0
11925,1271,4.0,2018-2019,19690513-0015,260.0,I-4776,I-4776,258.0
11926,1271,4.0,2018-2019,19761020-0044,120.0,I-4776,I-4776,116.0
11927,1242,2.0,2018-2019,19660630-0020,240.0,I-4777,I-4777,240.0
11928,1242,2.0,2018-2019,19780815-0047,100.0,I-4777,I-4777,96.0
11929,1242,2.0,2018-2019,19901026-0111,140.0,I-4777,I-4777,139.0
11930,1206,3.0,2018-2019,19570615-0011,260.0,I-4778,I-4778,259.0
11931,1206,3.0,2018-2019,19750512-0043,140.0,I-4778,I-4778,120.0
11932,1160,1.0,2018-2019,19620522-0023,280.0,I-4779,I-4779,287.0
11933,1160,1.0,2018-2019,19751018-0039,140.0,I-4779,I-4779,146.0
11934,1245,1.0,2018-2019,19590129-0004,260.0,I-4780,I-4780,278.0
11935,1245,1.0,2018-2019,19790708-0041,120.0,I-4780,I-4780,117.0
11936,1245,1.0,2018-2019,19921127-0120,140.0,I-4780,I-4780,143.0
11937,1207,2.0,2018-2019,19580218-0007,240.0,I-4781,I-4781,245.0
11938,1207,2.0,2018-2019,19790618-0048,140.0,I-4781,I-4781,120.0
11939,1207,2.0,2018-2019,19930919-0137,120.0,I-4781,I-4781,100.0
11940,1197,4.0,2018-2019,19650303-0019,280.0,I-4782,I-4782,265.0
11941,1197,4.0,2018-2019,19760108-0050,120.0,I-4782,I-4782,103.0
11942,1197,4.0,2018-2019,19901026-0111,120.0,I-4782,I-4782,136.0
11943,1187,3.0,2018-2019,19630126-0001,260.0,I-4783,I-4783,243.0
11944,1187,3.0,2018-2019,19781217-0053,100.0,I-4783,I-4783,92.0
11945,1187,3.0,2018-2019,19930709-0100,120.0,I-4783,I-4783,107.0
11946,1143,4.0,2018-2019,19600905-0003,260.0,I-4784,I-4784,259.0
11947,1143,4.0,2018-2019,19750417-0051,100.0,I-4784,I-4784,119.0
11948,1143,4.0,2018-2019,19931118-0062,140.0,I-4784,I-4784,156.0
11949,1124,2.0,2018-2019,19690513-0015,240.0,I-4785,I-4785,242.0
11950,1124,2.0,2018-2019,19771013-0040,140.0,I-4785,I-4785,128.0
11951,1250,1.0,2019-2020,19601021-0018,260.0,I-4786,I-4786,249.0
11952,1250,1.0,2019-2020,19781130-0054,100.0,I-4786,I-4786,116.0
11953,1024,2.0,2019-2020,19690513-0015,240.0,I-4787,I-4787,252.0
11954,1024,2.0,2019-2020,19750906-0032,120.0,I-4787,I-4787,119.0
11955,1284,3.0,2019-2020,19610620-0006,280.0,I-4788,I-4788,277.0
11956,1284,3.0,2019-2020,19750722-0060,140.0,I-4788,I-4788,132.0
11957,1179,1.0,2019-2020,19680712-0028,240.0,I-4789,I-4789,259.0
11958,1179,1.0,2019-2020,19780317-0052,100.0,I-4789,I-4789,104.0
11959,1004,4.0,2019-2020,19580515-0017,240.0,I-4790,I-4790,245.0
11960,1004,4.0,2019-2020,19781125-0031,120.0,I-4790,I-4790,124.0
11961,1237,4.0,2019-2020,19570615-0011,260.0,I-4791,I-4791,274.0
11962,1237,4.0,2019-2020,19750417-0051,140.0,I-4791,I-4791,143.0
11963,1164,2.0,2019-2020,19610623-0005,240.0,I-4792,I-4792,257.0
11964,1164,2.0,2019-2020,19790426-0049,120.0,I-4792,I-4792,106.0
11965,1153,1.0,2019-2020,19610623-0005,280.0,I-4793,I-4793,273.0
11966,1153,1.0,2019-2020,19790708-0041,100.0,I-4793,I-4793,91.0
11967,1130,4.0,2019-2020,19650303-0019,260.0,I-4794,I-4794,267.0
11968,1130,4.0,2019-2020,19761024-0034,100.0,I-4794,I-4794,104.0
11969,1130,4.0,2019-2020,19900801-0130,120.0,I-4794,I-4794,136.0
11970,1056,3.0,2019-2020,19610918-0027,240.0,I-4795,I-4795,247.0
11971,1056,3.0,2019-2020,19750512-0043,100.0,I-4795,I-4795,88.0
11972,1056,3.0,2019-2020,19930302-0135,140.0,I-4795,I-4795,133.0
11973,1037,1.0,2019-2020,19561222-0030,260.0,I-4796,I-4796,257.0
11974,1037,1.0,2019-2020,19750220-0037,120.0,I-4796,I-4796,127.0
11975,1037,1.0,2019-2020,19900307-0105,120.0,I-4796,I-4796,124.0
11976,1220,4.0,2020-2021,19611219-0014,280.0,I-4797,I-4797,287.0
11977,1220,4.0,2020-2021,19750705-0033,120.0,I-4797,I-4797,113.0
11978,1175,4.0,2020-2021,19570826-0012,240.0,I-4798,I-4798,235.0
11979,1175,4.0,2020-2021,19761020-0044,100.0,I-4798,I-4798,117.0
11980,1175,4.0,2020-2021,19901029-0071,140.0,I-4798,I-4798,156.0
11981,1278,4.0,2020-2021,19560612-0010,240.0,I-4799,I-4799,250.0
11982,1278,4.0,2020-2021,19750705-0033,120.0,I-4799,I-4799,105.0
11983,1278,4.0,2020-2021,19920316-0107,140.0,I-4799,I-4799,129.0
11984,1126,4.0,2020-2021,19560612-0010,280.0,I-4800,I-4800,276.0
11985,1126,4.0,2020-2021,19750512-0043,120.0,I-4800,I-4800,102.0
11986,1126,4.0,2020-2021,19900701-0138,100.0,I-4800,I-4800,110.0
11987,1121,4.0,2020-2021,19580515-0017,240.0,I-4801,I-4801,251.0
11988,1121,4.0,2020-2021,19750220-0037,100.0,I-4801,I-4801,101.0
11989,1284,3.0,2020-2021,19570615-0011,260.0,I-4802,I-4802,246.0
11990,1284,3.0,2020-2021,19781130-0054,100.0,I-4802,I-4802,103.0
11991,1252,4.0,2020-2021,19610623-0005,240.0,I-4803,I-4803,222.0
11992,1252,4.0,2020-2021,19781217-0053,120.0,I-4803,I-4803,129.0
11993,1252,4.0,2020-2021,19900124-0064,100.0,I-4803,I-4803,111.0
11994,1123,4.0,2020-2021,19610620-0006,240.0,I-4804,I-4804,232.0
11995,1123,4.0,2020-2021,19781125-0031,140.0,I-4804,I-4804,121.0
11996,1109,4.0,2020-2021,19570615-0011,280.0,I-4805,I-4805,293.0
11997,1109,4.0,2020-2021,19750122-0056,140.0,I-4805,I-4805,159.0
11998,1063,4.0,2020-2021,19640220-0029,240.0,I-4806,I-4806,238.0
11999,1063,4.0,2020-2021,19761020-0044,140.0,I-4806,I-4806,156.0
12000,1063,4.0,2020-2021,19920505-0115,120.0,I-4806,I-4806,116.0
12001,1046,3.0,2020-2021,19560812-0016,240.0,I-4807,I-4807,255.0
12002,1046,3.0,2020-2021,19790618-0048,100.0,I-4807,I-4807,97.0
12003,1163,4.0,2021-2022,19640414-0013,240.0,I-4808,I-4808,239.0
12004,1163,4.0,2021-2022,19751018-0039,120.0,I-4808,I-4808,115.0
12005,1275,2.0,2021-2022,19570826-0012,240.0,I-4809,I-4809,235.0
12006,1275,2.0,2021-2022,19781125-0031,100.0,I-4809,I-4809,109.0
12007,1156,4.0,2021-2022,19630126-0001,280.0,I-4810,I-4810,276.0
12008,1156,4.0,2021-2022,19790708-0041,120.0,I-4810,I-4810,123.0
12009,1156,4.0,2021-2022,19930709-0100,140.0,I-4810,I-4810,159.0
12010,1069,4.0,2021-2022,19610623-0005,260.0,I-4811,I-4811,254.0
12011,1069,4.0,2021-2022,19780602-0035,140.0,I-4811,I-4811,147.0
12012,1069,4.0,2021-2022,19930221-0139,140.0,I-4811,I-4811,138.0
12013,1205,1.0,2021-2022,19690513-0015,280.0,I-4812,I-4812,291.0
12014,1205,1.0,2021-2022,19750102-0059,140.0,I-4812,I-4812,143.0
12015,1142,1.0,2021-2022,19640414-0013,280.0,I-4813,I-4813,286.0
12016,1142,1.0,2021-2022,19770224-0058,120.0,I-4813,I-4813,114.0
12017,1101,2.0,2021-2022,19590129-0004,240.0,I-4814,I-4814,251.0
12018,1101,2.0,2021-2022,19781217-0053,120.0,I-4814,I-4814,113.0
12019,1101,2.0,2021-2022,19900619-0076,100.0,I-4814,I-4814,106.0
12020,1070,1.0,2021-2022,19610918-0027,240.0,I-4815,I-4815,224.0
12021,1070,1.0,2021-2022,19761024-0034,140.0,I-4815,I-4815,155.0
12022,1070,1.0,2021-2022,19910817-0092,120.0,I-4815,I-4815,125.0
12023,1058,4.0,2022-2023,19600814-0002,240.0,I-4816,I-4816,223.0
12024,1058,4.0,2022-2023,19750102-0059,100.0,I-4816,I-4816,90.0
12025,1058,4.0,2022-2023,19910214-0084,120.0,I-4816,I-4816,134.0
12026,1206,3.0,2022-2023,19600905-0003,280.0,I-4817,I-4817,276.0
12027,1206,3.0,2022-2023,19790717-0045,140.0,I-4817,I-4817,142.0
12028,1176,1.0,2022-2023,19610620-0006,260.0,I-4818,I-4818,275.0
12029,1176,1.0,2022-2023,19750417-0051,100.0,I-4818,I-4818,81.0
12030,1083,2.0,2022-2023,19630126-0001,260.0,I-4819,I-4819,266.0
12031,1083,2.0,2022-2023,19771013-0040,120.0,I-4819,I-4819,109.0
12032,1083,2.0,2022-2023,19901026-0111,140.0,I-4819,I-4819,144.0
12033,1267,4.0,2022-2023,19611219-0014,260.0,I-4820,I-4820,245.0
12034,1267,4.0,2022-2023,19760108-0050,140.0,I-4820,I-4820,125.0
12035,1267,4.0,2022-2023,19900430-0112,120.0,I-4820,I-4820,102.0
12036,1181,1.0,2022-2023,19630126-0001,280.0,I-4821,I-4821,294.0
12037,1181,1.0,2022-2023,19761024-0034,100.0,I-4821,I-4821,114.0
12038,1144,4.0,2022-2023,19640414-0013,280.0,I-4822,I-4822,279.0
12039,1144,4.0,2022-2023,19780317-0052,100.0,I-4822,I-4822,104.0
12040,1144,4.0,2022-2023,19900723-0126,120.0,I-4822,I-4822,119.0
12041,1063,4.0,2022-2023,19560812-0016,240.0,I-4823,I-4823,236.0
12042,1063,4.0,2022-2023,19780602-0035,120.0,I-4823,I-4823,122.0
12043,1019,1.0,2022-2023,19640220-0029,260.0,I-4824,I-4824,278.0
12044,1019,1.0,2022-2023,19750705-0033,140.0,I-4824,I-4824,120.0
12045,1019,1.0,2022-2023,19920226-0075,140.0,I-4824,I-4824,147.0
12046,1010,4.0,2022-2023,19560612-0010,260.0,I-4825,I-4825,240.0
12047,1010,4.0,2022-2023,19770224-0058,100.0,I-4825,I-4825,96.0
12048,1261,1.0,2023-2024,19610620-0006,240.0,I-4826,I-4826,255.0
12049,1261,1.0,2023-2024,19750722-0060,120.0,I-4826,I-4826,123.0
12050,1196,4.0,2023-2024,19620522-0023,260.0,I-4827,I-4827,276.0
12051,1196,4.0,2023-2024,19780602-0035,120.0,I-4827,I-4827,133.0
12052,1196,4.0,2023-2024,19911025-0091,140.0,I-4827,I-4827,126.0
12053,1183,4.0,2023-2024,19560705-0025,280.0,I-4828,I-4828,294.0
12054,1183,4.0,2023-2024,19750906-0032,120.0,I-4828,I-4828,138.0
12055,1183,4.0,2023-2024,19920826-0088,140.0,I-4828,I-4828,121.0
12056,1119,4.0,2023-2024,19561222-0030,260.0,I-4829,I-4829,279.0
12057,1119,4.0,2023-2024,19750331-0036,120.0,I-4829,I-4829,110.0
12058,1286,1.0,2023-2024,19640414-0013,280.0,I-4830,I-4830,271.0
12059,1286,1.0,2023-2024,19780317-0052,100.0,I-4830,I-4830,94.0
12060,1286,1.0,2023-2024,19930221-0139,100.0,I-4830,I-4830,89.0
12061,1185,3.0,2023-2024,19690917-0022,260.0,I-4831,I-4831,261.0
12062,1185,3.0,2023-2024,19761024-0034,100.0,I-4831,I-4831,83.0
12063,1185,3.0,2023-2024,19900511-0134,120.0,I-4831,I-4831,138.0
12064,1093,2.0,2023-2024,19570828-0008,280.0,I-4832,I-4832,290.0
12065,1093,2.0,2023-2024,19790702-0038,120.0,I-4832,I-4832,118.0
12066,1093,2.0,2023-2024,19921201-0094,100.0,I-4832,I-4832,117.0
12067,1088,4.0,2023-2024,19640414-0013,260.0,I-4833,I-4833,271.0
12068,1088,4.0,2023-2024,19761020-0044,140.0,I-4833,I-4833,156.0
12069,1240,2.0,2013-2014,19620831-0024,280.0,I-4834,I-4834,283.0
12070,1240,2.0,2013-2014,19750722-0060,100.0,I-4834,I-4834,100.0
12071,1240,2.0,2013-2014,19900701-0138,120.0,I-4834,I-4834,115.0
12072,1138,2.0,2013-2014,19620424-0026,240.0,I-4835,I-4835,252.0
12073,1138,2.0,2013-2014,19750102-0059,120.0,I-4835,I-4835,114.0
12074,1118,4.0,2013-2014,19561222-0030,280.0,I-4836,I-4836,269.0
12075,1118,4.0,2013-2014,19750512-0043,140.0,I-4836,I-4836,160.0
12076,1260,4.0,2013-2014,19580515-0017,260.0,I-4837,I-4837,256.0
12077,1260,4.0,2013-2014,19790702-0038,120.0,I-4837,I-4837,108.0
12078,1260,4.0,2013-2014,19910514-0068,120.0,I-4837,I-4837,109.0
12079,1243,2.0,2013-2014,19620522-0023,260.0,I-4838,I-4838,279.0
12080,1243,2.0,2013-2014,19781125-0031,140.0,I-4838,I-4838,135.0
12081,1243,2.0,2013-2014,19910403-0103,120.0,I-4838,I-4838,138.0
12082,1114,4.0,2013-2014,19600529-0021,240.0,I-4839,I-4839,221.0
12083,1114,4.0,2013-2014,19761020-0044,100.0,I-4839,I-4839,88.0
12084,1114,4.0,2013-2014,19930414-0106,140.0,I-4839,I-4839,159.0
12085,1045,1.0,2013-2014,19561222-0030,280.0,I-4840,I-4840,281.0
12086,1045,1.0,2013-2014,19750331-0036,140.0,I-4840,I-4840,123.0
12087,1042,2.0,2014-2015,19570828-0008,260.0,I-4841,I-4841,242.0
12088,1042,2.0,2014-2015,19770713-0042,140.0,I-4841,I-4841,121.0
12089,1204,4.0,2014-2015,19570826-0012,260.0,I-4842,I-4842,258.0
12090,1204,4.0,2014-2015,19750102-0059,120.0,I-4842,I-4842,134.0
12091,1204,4.0,2014-2015,19920917-0109,100.0,I-4842,I-4842,81.0
12092,1145,2.0,2014-2015,19580515-0017,280.0,I-4843,I-4843,265.0
12093,1145,2.0,2014-2015,19770224-0058,120.0,I-4843,I-4843,109.0
12094,1145,2.0,2014-2015,19930906-0110,140.0,I-4843,I-4843,155.0
12095,1081,4.0,2014-2015,19620831-0024,240.0,I-4844,I-4844,249.0
12096,1081,4.0,2014-2015,19750417-0051,140.0,I-4844,I-4844,150.0
12097,1081,4.0,2014-2015,19931118-0062,100.0,I-4844,I-4844,118.0
12098,1017,3.0,2014-2015,19640220-0029,240.0,I-4845,I-4845,222.0
12099,1017,3.0,2014-2015,19780815-0047,120.0,I-4845,I-4845,103.0
12100,1017,3.0,2014-2015,19900201-0074,140.0,I-4845,I-4845,146.0
12101,1295,2.0,2014-2015,19630126-0001,240.0,I-4846,I-4846,256.0
12102,1295,2.0,2014-2015,19780602-0035,100.0,I-4846,I-4846,117.0
12103,1295,2.0,2014-2015,19930709-0100,120.0,I-4846,I-4846,140.0
12104,1267,1.0,2014-2015,19680712-0028,240.0,I-4847,I-4847,245.0
12105,1267,1.0,2014-2015,19781130-0054,100.0,I-4847,I-4847,98.0
12106,1219,3.0,2014-2015,19610620-0006,260.0,I-4848,I-4848,247.0
12107,1219,3.0,2014-2015,19790426-0049,100.0,I-4848,I-4848,97.0
12108,1219,3.0,2014-2015,19900307-0105,100.0,I-4848,I-4848,95.0
12109,1091,3.0,2014-2015,19640220-0029,240.0,I-4849,I-4849,229.0
12110,1091,3.0,2014-2015,19790702-0038,100.0,I-4849,I-4849,88.0
12111,1091,3.0,2014-2015,19910403-0131,140.0,I-4849,I-4849,144.0
12112,1043,1.0,2014-2015,19590129-0004,260.0,I-4850,I-4850,272.0
12113,1043,1.0,2014-2015,19790618-0048,120.0,I-4850,I-4850,106.0
12114,1041,3.0,2014-2015,19601021-0018,260.0,I-4851,I-4851,261.0
12115,1041,3.0,2014-2015,19750722-0060,120.0,I-4851,I-4851,131.0
12116,1041,3.0,2014-2015,19900124-0064,100.0,I-4851,I-4851,106.0
12117,1160,1.0,2015-2016,19600905-0003,280.0,I-4852,I-4852,284.0
12118,1160,1.0,2015-2016,19750906-0032,120.0,I-4852,I-4852,102.0
12119,1160,1.0,2015-2016,19921218-0101,120.0,I-4852,I-4852,124.0
12120,1297,3.0,2015-2016,19690513-0015,240.0,I-4853,I-4853,258.0
12121,1297,3.0,2015-2016,19750102-0059,120.0,I-4853,I-4853,117.0
12122,1297,3.0,2015-2016,19911116-0069,140.0,I-4853,I-4853,159.0
12123,1294,2.0,2015-2016,19690917-0022,240.0,I-4854,I-4854,246.0
