courseCode,studyPeriod,academicYear,teacherID,assignedHours,courseInstance,reportedHours
1094,4.0,2018-2019,19630126-0001,260.0,I-1842,256.0
1094,4.0,2018-2019,19790618-0048,100.0,I-1842,108.0
1094,4.0,2018-2019,19930508-0061,100.0,I-1842,111.0
1257,4.0,2018-2019,19650303-0019,260.0,I-1843,269.0
1257,4.0,2018-2019,19781217-0053,100.0,I-1843,109.0
1257,4.0,2018-2019,19900128-0095,120.0,I-1843,137.0
1176,1.0,2018-2019,19570828-0008,260.0,I-1844,246.0
1176,1.0,2018-2019,19780424-0057,120.0,I-1844,115.0
1135,4.0,2018-2019,19610620-0006,240.0,I-1845,226.0
1135,4.0,2018-2019,19761024-0034,140.0,I-1845,138.0
1135,4.0,2018-2019,19920320-0121,140.0,I-1845,138.0
1020,1.0,2018-2019,19640220-0029,240.0,I-1846,225.0
1020,1.0,2018-2019,19750512-0043,140.0,I-1846,120.0
1199,4.0,2018-2019,19560612-0010,240.0,I-1847,221.0
1199,4.0,2018-2019,19790618-0048,120.0,I-1847,137.0
1199,4.0,2018-2019,19931203-0066,120.0,I-1847,124.0
1171,1.0,2018-2019,19690408-0009,240.0,I-1848,229.0
1171,1.0,2018-2019,19750722-0060,100.0,I-1848,96.0
1171,1.0,2018-2019,19910403-0131,140.0,I-1848,148.0
1121,1.0,2018-2019,19560812-0016,240.0,I-1849,230.0
1121,1.0,2018-2019,19781125-0031,120.0,I-1849,105.0
1023,2.0,2018-2019,19601021-0018,260.0,I-1850,265.0
1023,2.0,2018-2019,19750220-0037,120.0,I-1850,103.0
1023,2.0,2018-2019,19900801-0130,100.0,I-1850,98.0
1031,4.0,2019-2020,19620831-0024,240.0,I-1851,254.0
1031,4.0,2019-2020,19750722-0060,120.0,I-1851,107.0
1031,4.0,2019-2020,19930228-0086,100.0,I-1851,98.0
1233,1.0,2019-2020,19610623-0005,240.0,I-1852,258.0
1233,1.0,2019-2020,19781217-0053,120.0,I-1852,135.0
1233,1.0,2019-2020,19900818-0116,120.0,I-1852,133.0
1189,2.0,2019-2020,19690917-0022,280.0,I-1853,285.0
1189,2.0,2019-2020,19780602-0035,140.0,I-1853,156.0
1152,4.0,2019-2020,19590129-0004,240.0,I-1854,255.0
1152,4.0,2019-2020,19760108-0050,120.0,I-1854,123.0
1296,3.0,2019-2020,19590129-0004,240.0,I-1855,259.0
1296,3.0,2019-2020,19750417-0051,120.0,I-1855,102.0
1296,3.0,2019-2020,19920602-0073,140.0,I-1855,137.0
1271,1.0,2019-2020,19640220-0029,280.0,I-1856,299.0
1271,1.0,2019-2020,19761024-0034,120.0,I-1856,113.0
1166,2.0,2019-2020,19620831-0024,260.0,I-1857,240.0
1166,2.0,2019-2020,19781125-0031,140.0,I-1857,123.0
1007,2.0,2019-2020,19640220-0029,280.0,I-1858,267.0
1007,2.0,2019-2020,19770713-0042,120.0,I-1858,116.0
1007,2.0,2019-2020,19900723-0126,120.0,I-1858,105.0
1217,3.0,2020-2021,19590129-0004,240.0,I-1859,243.0
1217,3.0,2020-2021,19760524-0046,120.0,I-1859,101.0
1217,3.0,2020-2021,19900701-0113,120.0,I-1859,112.0
1101,1.0,2020-2021,19680712-0028,260.0,I-1860,254.0
1101,1.0,2020-2021,19770224-0058,120.0,I-1860,122.0
1136,4.0,2020-2021,19570828-0008,260.0,I-1861,241.0
1136,4.0,2020-2021,19770224-0058,120.0,I-1861,129.0
1132,4.0,2020-2021,19610623-0005,280.0,I-1862,278.0
1132,4.0,2020-2021,19780317-0052,140.0,I-1862,129.0
1132,4.0,2020-2021,19920504-0093,140.0,I-1862,151.0
1262,4.0,2020-2021,19580515-0017,280.0,I-1863,294.0
1262,4.0,2020-2021,19751018-0039,100.0,I-1863,85.0
1257,1.0,2020-2021,19580218-0007,240.0,I-1864,238.0
1257,1.0,2020-2021,19780317-0052,100.0,I-1864,118.0
1255,3.0,2020-2021,19620424-0026,280.0,I-1865,271.0
1255,3.0,2020-2021,19750417-0051,140.0,I-1865,124.0
1198,1.0,2020-2021,19560812-0016,240.0,I-1866,229.0
1198,1.0,2020-2021,19790708-0041,140.0,I-1866,153.0
1198,1.0,2020-2021,19910421-0067,120.0,I-1866,109.0
1069,2.0,2020-2021,19560812-0016,280.0,I-1867,292.0
1069,2.0,2020-2021,19760108-0050,100.0,I-1867,104.0
1069,2.0,2020-2021,19921208-0097,100.0,I-1867,80.0
1026,4.0,2020-2021,19610620-0006,240.0,I-1868,242.0
1026,4.0,2020-2021,19781125-0031,120.0,I-1868,122.0
1234,1.0,2021-2022,19580515-0017,280.0,I-1869,280.0
1234,1.0,2021-2022,19790702-0038,120.0,I-1869,102.0
1234,1.0,2021-2022,19910404-0102,120.0,I-1869,105.0
1038,3.0,2021-2022,19690917-0022,240.0,I-1870,254.0
1038,3.0,2021-2022,19770713-0042,120.0,I-1870,133.0
1251,4.0,2021-2022,19590129-0004,260.0,I-1871,265.0
1251,4.0,2021-2022,19781125-0031,100.0,I-1871,90.0
1251,4.0,2021-2022,19931203-0066,100.0,I-1871,96.0
1203,4.0,2021-2022,19590129-0004,280.0,I-1872,293.0
1203,4.0,2021-2022,19750417-0051,100.0,I-1872,114.0
1203,4.0,2021-2022,19920320-0121,100.0,I-1872,81.0
1172,2.0,2021-2022,19580515-0017,240.0,I-1873,254.0
1172,2.0,2021-2022,19750102-0059,100.0,I-1873,119.0
1172,2.0,2021-2022,19910327-0096,140.0,I-1873,127.0
1039,3.0,2021-2022,19620831-0024,280.0,I-1874,288.0
1039,3.0,2021-2022,19780815-0047,100.0,I-1874,97.0
1039,3.0,2021-2022,19920828-0070,100.0,I-1874,114.0
1270,4.0,2021-2022,19610620-0006,280.0,I-1875,281.0
1270,4.0,2021-2022,19781217-0053,140.0,I-1875,126.0
1270,4.0,2021-2022,19900902-0114,140.0,I-1875,130.0
1140,1.0,2021-2022,19650303-0019,260.0,I-1876,279.0
1140,1.0,2021-2022,19790717-0045,120.0,I-1876,120.0
1126,3.0,2021-2022,19620831-0024,240.0,I-1877,229.0
1126,3.0,2021-2022,19770224-0058,120.0,I-1877,135.0
1126,3.0,2021-2022,19900426-0089,140.0,I-1877,158.0
1093,2.0,2021-2022,19620831-0024,240.0,I-1878,240.0
1093,2.0,2021-2022,19761020-0044,100.0,I-1878,107.0
1084,4.0,2021-2022,19690513-0015,260.0,I-1879,243.0
1084,4.0,2021-2022,19750102-0059,140.0,I-1879,137.0
1256,3.0,2022-2023,19580515-0017,280.0,I-1880,289.0
1256,3.0,2022-2023,19750512-0043,140.0,I-1880,131.0
1256,3.0,2022-2023,19900430-0112,140.0,I-1880,148.0
1112,3.0,2022-2023,19570826-0012,260.0,I-1881,271.0
1112,3.0,2022-2023,19750122-0056,140.0,I-1881,133.0
1112,3.0,2022-2023,19900430-0112,120.0,I-1881,129.0
1286,1.0,2022-2023,19610620-0006,260.0,I-1882,249.0
1286,1.0,2022-2023,19750102-0059,100.0,I-1882,118.0
1286,1.0,2022-2023,19900321-0080,140.0,I-1882,131.0
1069,3.0,2022-2023,19590129-0004,280.0,I-1883,266.0
1069,3.0,2022-2023,19780317-0052,120.0,I-1883,112.0
1069,3.0,2022-2023,19900211-0140,120.0,I-1883,140.0
1052,4.0,2022-2023,19560812-0016,260.0,I-1884,240.0
1052,4.0,2022-2023,19780424-0057,140.0,I-1884,143.0
1003,1.0,2022-2023,19610918-0027,280.0,I-1885,299.0
1003,1.0,2022-2023,19780317-0052,140.0,I-1885,133.0
1003,1.0,2022-2023,19900307-0105,120.0,I-1885,115.0
1275,3.0,2022-2023,19580218-0007,280.0,I-1886,285.0
1275,3.0,2022-2023,19761024-0034,120.0,I-1886,114.0
1275,3.0,2022-2023,19910421-0067,100.0,I-1886,110.0
1110,1.0,2022-2023,19640414-0013,260.0,I-1887,257.0
1110,1.0,2022-2023,19761009-0055,140.0,I-1887,141.0
1110,1.0,2022-2023,19930326-0132,120.0,I-1887,136.0
1109,4.0,2022-2023,19630126-0001,240.0,I-1888,221.0
1109,4.0,2022-2023,19750512-0043,100.0,I-1888,97.0
1066,3.0,2022-2023,19580218-0007,260.0,I-1889,241.0
1066,3.0,2022-2023,19761009-0055,100.0,I-1889,109.0
1066,3.0,2022-2023,19900430-0112,120.0,I-1889,109.0
1067,4.0,2022-2023,19630126-0001,280.0,I-1890,290.0
1067,4.0,2022-2023,19780602-0035,100.0,I-1890,114.0
1030,3.0,2022-2023,19600814-0002,260.0,I-1891,265.0
1030,3.0,2022-2023,19790618-0048,120.0,I-1891,115.0
1077,3.0,2023-2024,19561222-0030,260.0,I-1892,264.0
1077,3.0,2023-2024,19780317-0052,140.0,I-1892,151.0
1011,3.0,2023-2024,19680712-0028,280.0,I-1893,286.0
1011,3.0,2023-2024,19761024-0034,140.0,I-1893,153.0
1011,3.0,2023-2024,19920206-0072,120.0,I-1893,134.0
1218,3.0,2023-2024,19620522-0023,260.0,I-1894,246.0
1218,3.0,2023-2024,19761009-0055,100.0,I-1894,114.0
1187,2.0,2023-2024,19620522-0023,280.0,I-1895,290.0
1187,2.0,2023-2024,19761024-0034,140.0,I-1895,128.0
1162,4.0,2023-2024,19690917-0022,260.0,I-1896,273.0
1162,4.0,2023-2024,19781217-0053,140.0,I-1896,124.0
1021,3.0,2023-2024,19560705-0025,280.0,I-1897,300.0
1021,3.0,2023-2024,19770713-0042,140.0,I-1897,148.0
1276,2.0,2023-2024,19580218-0007,260.0,I-1898,255.0
1276,2.0,2023-2024,19761024-0034,100.0,I-1898,101.0
1276,2.0,2023-2024,19900723-0126,100.0,I-1898,116.0
1263,4.0,2023-2024,19620522-0023,280.0,I-1899,293.0
1263,4.0,2023-2024,19750512-0043,100.0,I-1899,99.0
1222,4.0,2023-2024,19640414-0013,280.0,I-1900,264.0
1222,4.0,2023-2024,19760108-0050,120.0,I-1900,105.0
1222,4.0,2023-2024,19900321-0080,100.0,I-1900,117.0
1173,2.0,2023-2024,19570615-0011,260.0,I-1901,253.0
1173,2.0,2023-2024,19790618-0048,120.0,I-1901,100.0
1173,2.0,2023-2024,19931231-0099,140.0,I-1901,125.0
1144,4.0,2023-2024,19590129-0004,240.0,I-1902,250.0
1144,4.0,2023-2024,19781125-0031,140.0,I-1902,139.0
1144,4.0,2023-2024,19910214-0084,100.0,I-1902,104.0
1092,4.0,2023-2024,19560612-0010,280.0,I-1903,262.0
1092,4.0,2023-2024,19760108-0050,100.0,I-1903,112.0
1211,2.0,2013-2014,19560612-0010,240.0,I-1904,224.0
1211,2.0,2013-2014,19771013-0040,100.0,I-1904,111.0
1156,1.0,2013-2014,19640414-0013,280.0,I-1905,261.0
1156,1.0,2013-2014,19780317-0052,120.0,I-1905,119.0
1156,1.0,2013-2014,19900902-0114,100.0,I-1905,83.0
1251,3.0,2013-2014,19570828-0008,260.0,I-1906,259.0
1251,3.0,2013-2014,19761024-0034,120.0,I-1906,110.0
1246,4.0,2013-2014,19620522-0023,240.0,I-1907,246.0
1246,4.0,2013-2014,19750102-0059,100.0,I-1907,83.0
1246,4.0,2013-2014,19900201-0074,120.0,I-1907,126.0
1146,4.0,2013-2014,19690513-0015,240.0,I-1908,239.0
1146,4.0,2013-2014,19771013-0040,140.0,I-1908,136.0
1117,2.0,2013-2014,19570615-0011,240.0,I-1909,255.0
1117,2.0,2013-2014,19750512-0043,120.0,I-1909,136.0
1117,2.0,2013-2014,19901108-0087,100.0,I-1909,98.0
1290,2.0,2013-2014,19601021-0018,280.0,I-1910,265.0
1290,2.0,2013-2014,19760524-0046,100.0,I-1910,95.0
1290,2.0,2013-2014,19900430-0112,140.0,I-1910,128.0
1257,1.0,2013-2014,19660630-0020,240.0,I-1911,233.0
1257,1.0,2013-2014,19790702-0038,100.0,I-1911,119.0
1170,4.0,2013-2014,19611219-0014,240.0,I-1912,230.0
1170,4.0,2013-2014,19750122-0056,120.0,I-1912,114.0
1170,4.0,2013-2014,19910206-0081,120.0,I-1912,116.0
1141,3.0,2013-2014,19560812-0016,260.0,I-1913,278.0
1141,3.0,2013-2014,19761024-0034,100.0,I-1913,94.0
1141,3.0,2013-2014,19900909-0123,140.0,I-1913,150.0
1026,3.0,2014-2015,19600905-0003,240.0,I-1914,230.0
1026,3.0,2014-2015,19770713-0042,100.0,I-1914,93.0
1138,4.0,2014-2015,19610918-0027,280.0,I-1915,286.0
1138,4.0,2014-2015,19790708-0041,100.0,I-1915,98.0
1057,2.0,2014-2015,19630126-0001,240.0,I-1916,238.0
1057,2.0,2014-2015,19750705-0033,100.0,I-1916,112.0
1233,3.0,2014-2015,19620522-0023,280.0,I-1917,260.0
1233,3.0,2014-2015,19750220-0037,140.0,I-1917,124.0
1233,3.0,2014-2015,19930829-0082,140.0,I-1917,149.0
1188,3.0,2014-2015,19620522-0023,260.0,I-1918,272.0
1188,3.0,2014-2015,19750102-0059,100.0,I-1918,115.0
1188,3.0,2014-2015,19900321-0080,120.0,I-1918,125.0
1117,4.0,2014-2015,19570828-0008,280.0,I-1919,282.0
1117,4.0,2014-2015,19790618-0048,120.0,I-1919,132.0
1117,4.0,2014-2015,19900119-0104,140.0,I-1919,128.0
1113,1.0,2014-2015,19611219-0014,280.0,I-1920,295.0
1113,1.0,2014-2015,19760524-0046,100.0,I-1920,103.0
1113,1.0,2014-2015,19920122-0065,100.0,I-1920,85.0
1030,4.0,2014-2015,19560612-0010,260.0,I-1921,265.0
1030,4.0,2014-2015,19781125-0031,140.0,I-1921,160.0
1030,4.0,2014-2015,19920602-0073,120.0,I-1921,109.0
1195,3.0,2015-2016,19690917-0022,280.0,I-1922,276.0
1195,3.0,2015-2016,19790618-0048,140.0,I-1922,160.0
1010,2.0,2015-2016,19610918-0027,280.0,I-1923,295.0
1010,2.0,2015-2016,19780602-0035,100.0,I-1923,108.0
1297,1.0,2015-2016,19610918-0027,280.0,I-1924,279.0
1297,1.0,2015-2016,19780815-0047,120.0,I-1924,104.0
1297,1.0,2015-2016,19910101-0133,100.0,I-1924,81.0
1156,4.0,2015-2016,19690513-0015,280.0,I-1925,288.0
1156,4.0,2015-2016,19780602-0035,120.0,I-1925,134.0
1156,4.0,2015-2016,19900818-0116,120.0,I-1925,113.0
1287,3.0,2015-2016,19660630-0020,260.0,I-1926,253.0
1287,3.0,2015-2016,19781130-0054,140.0,I-1926,124.0
1287,3.0,2015-2016,19920206-0072,100.0,I-1926,99.0
1196,2.0,2015-2016,19600529-0021,240.0,I-1927,229.0
1196,2.0,2015-2016,19761020-0044,120.0,I-1927,111.0
1196,2.0,2015-2016,19910206-0081,120.0,I-1927,100.0
1183,1.0,2015-2016,19640220-0029,240.0,I-1928,246.0
1183,1.0,2015-2016,19750417-0051,120.0,I-1928,125.0
1183,1.0,2015-2016,19900211-0140,120.0,I-1928,135.0
1142,2.0,2015-2016,19580515-0017,240.0,I-1929,239.0
1142,2.0,2015-2016,19790708-0041,140.0,I-1929,126.0
1058,3.0,2015-2016,19680712-0028,240.0,I-1930,260.0
1058,3.0,2015-2016,19790717-0045,120.0,I-1930,121.0
1058,3.0,2015-2016,19900723-0126,100.0,I-1930,101.0
1271,2.0,2016-2017,19620522-0023,260.0,I-1931,256.0
1271,2.0,2016-2017,19790702-0038,140.0,I-1931,138.0
1271,2.0,2016-2017,19900723-0126,120.0,I-1931,133.0
1104,2.0,2016-2017,19660630-0020,260.0,I-1932,264.0
1104,2.0,2016-2017,19761024-0034,140.0,I-1932,141.0
1258,2.0,2016-2017,19580218-0007,260.0,I-1933,253.0
1258,2.0,2016-2017,19780602-0035,140.0,I-1933,153.0
1258,2.0,2016-2017,19900317-0083,120.0,I-1933,105.0
1181,2.0,2016-2017,19570615-0011,240.0,I-1934,259.0
1181,2.0,2016-2017,19790618-0048,100.0,I-1934,88.0
1142,3.0,2016-2017,19560705-0025,240.0,I-1935,247.0
1142,3.0,2016-2017,19790702-0038,120.0,I-1935,122.0
1094,1.0,2016-2017,19590129-0004,240.0,I-1936,258.0
1094,1.0,2016-2017,19770224-0058,120.0,I-1936,119.0
1270,3.0,2016-2017,19590129-0004,240.0,I-1937,229.0
1270,3.0,2016-2017,19750102-0059,120.0,I-1937,115.0
1266,4.0,2016-2017,19650303-0019,240.0,I-1938,221.0
1266,4.0,2016-2017,19760524-0046,140.0,I-1938,147.0
1266,4.0,2016-2017,19910101-0133,100.0,I-1938,80.0
1226,3.0,2016-2017,19560705-0025,260.0,I-1939,244.0
1226,3.0,2016-2017,19750722-0060,140.0,I-1939,159.0
1077,3.0,2016-2017,19560812-0016,280.0,I-1940,296.0
1077,3.0,2016-2017,19771013-0040,100.0,I-1940,82.0
1077,3.0,2016-2017,19920217-0098,100.0,I-1940,94.0
1015,2.0,2016-2017,19650303-0019,280.0,I-1941,265.0
1015,2.0,2016-2017,19750512-0043,140.0,I-1941,134.0
1015,2.0,2016-2017,19901029-0071,140.0,I-1941,128.0
1233,2.0,2017-2018,19600529-0021,260.0,I-1942,257.0
1233,2.0,2017-2018,19761020-0044,100.0,I-1942,98.0
1233,2.0,2017-2018,19920320-0121,120.0,I-1942,122.0
1172,4.0,2017-2018,19650303-0019,280.0,I-1943,289.0
1172,4.0,2017-2018,19750705-0033,100.0,I-1943,87.0
1286,3.0,2017-2018,19611219-0014,240.0,I-1944,234.0
1286,3.0,2017-2018,19770224-0058,140.0,I-1944,156.0
1286,3.0,2017-2018,19930414-0106,120.0,I-1944,139.0
1238,2.0,2017-2018,19600905-0003,280.0,I-1945,263.0
1238,2.0,2017-2018,19771013-0040,100.0,I-1945,102.0
1299,3.0,2017-2018,19620831-0024,240.0,I-1946,260.0
1299,3.0,2017-2018,19750331-0036,100.0,I-1946,119.0
1186,3.0,2017-2018,19690917-0022,280.0,I-1947,299.0
1186,3.0,2017-2018,19750102-0059,140.0,I-1947,136.0
1186,3.0,2017-2018,19920316-0107,100.0,I-1947,113.0
1176,4.0,2017-2018,19640220-0029,240.0,I-1948,222.0
1176,4.0,2017-2018,19781217-0053,100.0,I-1948,103.0
1176,4.0,2017-2018,19921127-0120,120.0,I-1948,103.0
1169,4.0,2017-2018,19560612-0010,240.0,I-1949,223.0
1169,4.0,2017-2018,19750122-0056,120.0,I-1949,126.0
1169,4.0,2017-2018,19900430-0112,120.0,I-1949,126.0
1098,3.0,2017-2018,19680712-0028,240.0,I-1950,252.0
1098,3.0,2017-2018,19780815-0047,140.0,I-1950,129.0
1026,4.0,2017-2018,19580218-0007,280.0,I-1951,266.0
1026,4.0,2017-2018,19790708-0041,140.0,I-1951,136.0
1026,4.0,2017-2018,19931212-0079,140.0,I-1951,148.0
1107,3.0,2018-2019,19680712-0028,260.0,I-1952,274.0
1107,3.0,2018-2019,19780317-0052,140.0,I-1952,133.0
1107,3.0,2018-2019,19900119-0104,120.0,I-1952,135.0
1045,1.0,2018-2019,19611219-0014,260.0,I-1953,243.0
1045,1.0,2018-2019,19750906-0032,120.0,I-1953,138.0
1205,4.0,2018-2019,19560612-0010,260.0,I-1954,266.0
1205,4.0,2018-2019,19780424-0057,120.0,I-1954,101.0
1205,4.0,2018-2019,19900307-0105,100.0,I-1954,119.0
1109,1.0,2018-2019,19600814-0002,280.0,I-1955,267.0
1109,1.0,2018-2019,19750906-0032,140.0,I-1955,132.0
1109,1.0,2018-2019,19921208-0097,120.0,I-1955,106.0
1104,1.0,2018-2019,19611219-0014,260.0,I-1956,272.0
1104,1.0,2018-2019,19760524-0046,100.0,I-1956,95.0
1266,1.0,2018-2019,19600529-0021,260.0,I-1957,263.0
1266,1.0,2018-2019,19790426-0049,120.0,I-1957,125.0
1130,2.0,2018-2019,19570615-0011,280.0,I-1958,295.0
1130,2.0,2018-2019,19790426-0049,140.0,I-1958,145.0
1115,3.0,2018-2019,19640220-0029,260.0,I-1959,277.0
1115,3.0,2018-2019,19750122-0056,120.0,I-1959,122.0
1094,1.0,2018-2019,19600529-0021,280.0,I-1960,260.0
1094,1.0,2018-2019,19750906-0032,120.0,I-1960,113.0
1008,4.0,2018-2019,19680712-0028,240.0,I-1961,249.0
1008,4.0,2018-2019,19750705-0033,100.0,I-1961,83.0
1123,2.0,2019-2020,19611219-0014,280.0,I-1962,285.0
1123,2.0,2019-2020,19790426-0049,100.0,I-1962,83.0
1015,1.0,2019-2020,19680712-0028,280.0,I-1963,279.0
1015,1.0,2019-2020,19790618-0048,120.0,I-1963,101.0
1015,1.0,2019-2020,19910921-0136,100.0,I-1963,97.0
1291,2.0,2019-2020,19690408-0009,240.0,I-1964,255.0
1291,2.0,2019-2020,19790702-0038,140.0,I-1964,131.0
1148,2.0,2019-2020,19560612-0010,280.0,I-1965,291.0
1148,2.0,2019-2020,19780815-0047,140.0,I-1965,123.0
1148,2.0,2019-2020,19920226-0075,100.0,I-1965,114.0
1082,1.0,2019-2020,19560812-0016,280.0,I-1966,265.0
1082,1.0,2019-2020,19790717-0045,140.0,I-1966,124.0
1082,1.0,2019-2020,19900317-0083,140.0,I-1966,133.0
1251,1.0,2019-2020,19600905-0003,240.0,I-1967,227.0
1251,1.0,2019-2020,19750906-0032,140.0,I-1967,139.0
1251,1.0,2019-2020,19910404-0102,120.0,I-1967,130.0
1250,4.0,2019-2020,19580515-0017,280.0,I-1968,268.0
1250,4.0,2019-2020,19790426-0049,120.0,I-1968,108.0
1250,4.0,2019-2020,19900909-0123,120.0,I-1968,102.0
1228,1.0,2019-2020,19610620-0006,280.0,I-1969,285.0
1228,1.0,2019-2020,19790702-0038,140.0,I-1969,149.0
1228,1.0,2019-2020,19920316-0107,100.0,I-1969,101.0
1018,4.0,2019-2020,19570828-0008,240.0,I-1970,252.0
1018,4.0,2019-2020,19780317-0052,120.0,I-1970,124.0
1258,3.0,2020-2021,19560612-0010,240.0,I-1971,239.0
1258,3.0,2020-2021,19760524-0046,140.0,I-1971,127.0
1289,1.0,2020-2021,19630126-0001,280.0,I-1972,265.0
1289,1.0,2020-2021,19751018-0039,120.0,I-1972,132.0
1289,1.0,2020-2021,19911025-0091,100.0,I-1972,115.0
1265,4.0,2020-2021,19600814-0002,280.0,I-1973,274.0
1265,4.0,2020-2021,19790426-0049,120.0,I-1973,138.0
1116,3.0,2020-2021,19690408-0009,240.0,I-1974,255.0
1116,3.0,2020-2021,19770713-0042,100.0,I-1974,95.0
1116,3.0,2020-2021,19900511-0134,120.0,I-1974,104.0
1282,4.0,2020-2021,19570828-0008,280.0,I-1975,268.0
1282,4.0,2020-2021,19750722-0060,120.0,I-1975,103.0
1234,1.0,2020-2021,19600905-0003,260.0,I-1976,269.0
1234,1.0,2020-2021,19780815-0047,140.0,I-1976,144.0
1209,3.0,2020-2021,19610918-0027,280.0,I-1977,282.0
1209,3.0,2020-2021,19780602-0035,120.0,I-1977,124.0
1114,1.0,2020-2021,19630126-0001,260.0,I-1978,240.0
1114,1.0,2020-2021,19761009-0055,140.0,I-1978,131.0
1098,1.0,2020-2021,19690917-0022,280.0,I-1979,292.0
1098,1.0,2020-2021,19761024-0034,120.0,I-1979,109.0
1030,3.0,2020-2021,19601021-0018,280.0,I-1980,280.0
1030,3.0,2020-2021,19790618-0048,140.0,I-1980,127.0
1147,2.0,2021-2022,19611219-0014,260.0,I-1981,250.0
1147,2.0,2021-2022,19761024-0034,100.0,I-1981,119.0
1147,2.0,2021-2022,19900124-0064,120.0,I-1981,112.0
1212,4.0,2021-2022,19570826-0012,280.0,I-1982,289.0
1212,4.0,2021-2022,19771013-0040,100.0,I-1982,98.0
1183,2.0,2021-2022,19690408-0009,280.0,I-1983,289.0
1183,2.0,2021-2022,19750331-0036,120.0,I-1983,125.0
1183,2.0,2021-2022,19921218-0101,120.0,I-1983,108.0
1082,4.0,2021-2022,19560705-0025,240.0,I-1984,229.0
1082,4.0,2021-2022,19750122-0056,100.0,I-1984,112.0
1082,4.0,2021-2022,19910822-0122,120.0,I-1984,102.0
1003,3.0,2021-2022,19640220-0029,260.0,I-1985,244.0
1003,3.0,2021-2022,19780424-0057,120.0,I-1985,128.0
1003,3.0,2021-2022,19910403-0103,100.0,I-1985,103.0
1281,1.0,2021-2022,19570826-0012,240.0,I-1986,247.0
1281,1.0,2021-2022,19750705-0033,120.0,I-1986,128.0
1265,1.0,2021-2022,19580515-0017,240.0,I-1987,243.0
1265,1.0,2021-2022,19750705-0033,120.0,I-1987,108.0
1171,2.0,2021-2022,19690917-0022,260.0,I-1988,270.0
1171,2.0,2021-2022,19750512-0043,100.0,I-1988,102.0
1171,2.0,2021-2022,19930326-0132,100.0,I-1988,102.0
1148,1.0,2021-2022,19610623-0005,260.0,I-1989,261.0
1148,1.0,2021-2022,19750122-0056,120.0,I-1989,137.0
1148,1.0,2021-2022,19900426-0089,100.0,I-1989,111.0
1118,1.0,2021-2022,19690408-0009,280.0,I-1990,272.0
1118,1.0,2021-2022,19750705-0033,140.0,I-1990,133.0
1118,1.0,2021-2022,19911025-0091,140.0,I-1990,147.0
1080,4.0,2021-2022,19570615-0011,280.0,I-1991,277.0
1080,4.0,2021-2022,19750512-0043,140.0,I-1991,151.0
1080,4.0,2021-2022,19930302-0135,100.0,I-1991,115.0
1293,1.0,2022-2023,19600529-0021,260.0,I-1992,276.0
1293,1.0,2022-2023,19780424-0057,140.0,I-1992,159.0
1293,1.0,2022-2023,19920602-0073,120.0,I-1992,135.0
1060,3.0,2022-2023,19640220-0029,260.0,I-1993,280.0
1060,3.0,2022-2023,19781217-0053,120.0,I-1993,116.0
1016,3.0,2022-2023,19650303-0019,280.0,I-1994,266.0
1016,3.0,2022-2023,19750906-0032,120.0,I-1994,108.0
1253,1.0,2022-2023,19690408-0009,260.0,I-1995,262.0
1253,1.0,2022-2023,19771013-0040,140.0,I-1995,131.0
1253,1.0,2022-2023,19920206-0072,100.0,I-1995,106.0
1232,3.0,2022-2023,19610623-0005,240.0,I-1996,240.0
1232,3.0,2022-2023,19750906-0032,100.0,I-1996,107.0
1227,2.0,2022-2023,19560612-0010,240.0,I-1997,254.0
1227,2.0,2022-2023,19750417-0051,120.0,I-1997,117.0
1227,2.0,2022-2023,19901002-0085,140.0,I-1997,140.0
1210,4.0,2022-2023,19580515-0017,240.0,I-1998,260.0
1210,4.0,2022-2023,19761020-0044,140.0,I-1998,146.0
1201,2.0,2022-2023,19610620-0006,280.0,I-1999,287.0
1201,2.0,2022-2023,19790702-0038,120.0,I-1999,113.0
1179,1.0,2023-2024,19650303-0019,240.0,I-2000,256.0
1179,1.0,2023-2024,19780317-0052,140.0,I-2000,142.0
1179,1.0,2023-2024,19901108-0087,120.0,I-2000,136.0
1073,3.0,2023-2024,19601021-0018,240.0,I-2001,233.0
1073,3.0,2023-2024,19780424-0057,120.0,I-2001,104.0
1073,3.0,2023-2024,19900430-0112,100.0,I-2001,100.0
1291,2.0,2023-2024,19570615-0011,260.0,I-2002,278.0
1291,2.0,2023-2024,19781130-0054,140.0,I-2002,147.0
1103,1.0,2023-2024,19570826-0012,280.0,I-2003,272.0
1103,1.0,2023-2024,19780815-0047,120.0,I-2003,101.0
1296,4.0,2023-2024,19660630-0020,280.0,I-2004,260.0
1296,4.0,2023-2024,19761009-0055,140.0,I-2004,125.0
1296,4.0,2023-2024,19910421-0067,120.0,I-2004,135.0
1155,1.0,2023-2024,19561222-0030,240.0,I-2005,228.0
1155,1.0,2023-2024,19750122-0056,140.0,I-2005,131.0
1150,4.0,2023-2024,19601021-0018,240.0,I-2006,238.0
1150,4.0,2023-2024,19761024-0034,140.0,I-2006,142.0
1150,4.0,2023-2024,19910404-0102,120.0,I-2006,119.0
1094,4.0,2023-2024,19560612-0010,260.0,I-2007,253.0
1094,4.0,2023-2024,19750906-0032,140.0,I-2007,140.0
1010,4.0,2023-2024,19690408-0009,280.0,I-2008,279.0
1010,4.0,2023-2024,19750417-0051,100.0,I-2008,85.0
1077,3.0,2013-2014,19561222-0030,240.0,I-2009,250.0
